Episode,TotalReward,Epsilon
1280,325.321,0.05
1281,310.247,0.05
1282,307.629,0.05
1283,318.099,0.05
1284,323.652,0.05
1285,331.306,0.05
1286,331.023,0.05
1287,331.597,0.05
1288,306.738,0.05
1289,311.009,0.05
1290,320.516,0.05
1291,321.031,0.05
1292,326.187,0.05
1293,328.709,0.05
1294,300.973,0.05
1295,322.948,0.05
1296,315.723,0.05
1297,311.39,0.05
1298,328.312,0.05
1299,326.745,0.05
1300,321.673,0.05
1301,329.972,0.05
1302,314.702,0.05
1303,319.018,0.05
1304,311.709,0.05
1305,310.589,0.05
1306,316.258,0.05
1307,321.929,0.05
1308,316.991,0.05
1309,309.261,0.05
1310,299.852,0.05
1311,321.138,0.05
1312,314.598,0.05
1313,326.333,0.05
1314,329.134,0.05
1315,323.567,0.05
1316,316.448,0.05
1317,328.791,0.05
1318,319.965,0.05
1319,304.921,0.05
1320,321.449,0.05
1321,327.314,0.05
1322,319.245,0.05
1323,329.418,0.05
1324,312.114,0.05
1325,318.499,0.05
1326,315.525,0.05
1327,295.678,0.05
1328,304.24,0.05
1329,329.926,0.05
1330,305.939,0.05
1331,301.878,0.05
1332,310.232,0.05
1333,313.98,0.05
1334,325.547,0.05
1335,308.896,0.05
1336,328.986,0.05
1337,330.455,0.05
1338,325.884,0.05
1339,316.95,0.05
1340,317.864,0.05
1341,307.22,0.05
1342,305.973,0.05
1343,309.554,0.05
1344,327.05,0.05
1345,321.559,0.05
1346,314.196,0.05
1347,313.048,0.05
1348,331.799,0.05
1349,285.525,0.05
1350,327.573,0.05
1351,320.927,0.05
1352,303.871,0.05
1353,325.557,0.05
1354,320.283,0.05
1355,304.447,0.05
1356,325.887,0.05
1357,316.916,0.05
1358,308.072,0.05
1359,304.227,0.05
1360,317.722,0.05
1361,325.899,0.05
1362,327.398,0.05
1363,329.995,0.05
1364,317.393,0.05
1365,305.991,0.05
1366,326.957,0.05
1367,331.208,0.05
1368,303.711,0.05
1369,312.368,0.05
1370,296.329,0.05
1371,330.575,0.05
1372,322.054,0.05
1373,295.805,0.05
1374,315.866,0.05
1375,304.634,0.05
1376,308.687,0.05
1377,291.333,0.05
1378,303.25,0.05
1379,307.205,0.05
1380,314.55,0.05
1381,333.3,0.05
1382,320.174,0.05
1383,315.5,0.05
1384,301.142,0.05
1385,319.28,0.05
1386,319.808,0.05
1387,331.427,0.05
1388,314.039,0.05
1389,330.16,0.05
1390,306.735,0.05
1391,320.957,0.05
1392,330.216,0.05
1393,326.972,0.05
1394,329.683,0.05
1395,334.836,0.05
1396,334.067,0.05
1397,308.93,0.05
1398,320.528,0.05
1399,324.664,0.05
1400,311.662,0.05
1401,321.682,0.05
1402,326.364,0.05
1403,308.366,0.05
1404,320.733,0.05
1405,321.91,0.05
1406,332.592,0.05
1407,329.693,0.05
1408,309.869,0.05
1409,311.612,0.05
1410,330.44,0.05
1411,311.098,0.05
1412,324.858,0.05
1413,307.076,0.05
1414,325.232,0.05
1415,318.324,0.05
1416,322.791,0.05
1417,296.248,0.05
1418,310.277,0.05
1419,329.374,0.05
1420,321.988,0.05
1421,299.33,0.05
1422,314.08,0.05
1423,330.209,0.05
1424,330.985,0.05
1425,297.3,0.05
1426,328.19,0.05
1427,322.928,0.05
1428,315.342,0.05
1429,326.762,0.05
1430,320.424,0.05
1431,326.516,0.05
1432,329.33,0.05
1433,311.351,0.05
1434,324.613,0.05
1435,318.498,0.05
1436,315.873,0.05
1437,310.793,0.05
1438,302.869,0.05
1439,329.042,0.05
1440,311.85,0.05
1441,315.015,0.05
1442,321.382,0.05
1443,305.293,0.05
1444,327.56,0.05
1445,326.693,0.05
1446,320.976,0.05
1447,314.769,0.05
1448,326.252,0.05
1449,316.689,0.05
1450,302.833,0.05
1451,316.386,0.05
1452,315.603,0.05
1453,325.266,0.05
1454,317.55,0.05
1455,316.828,0.05
1456,311.404,0.05
1457,315.144,0.05
1458,316.017,0.05
1459,316.525,0.05
1460,316.764,0.05
1461,306.915,0.05
1462,329.345,0.05
1463,329.678,0.05
1464,328.765,0.05
1465,300.891,0.05
1466,309.52,0.05
1467,310.618,0.05
1468,323.146,0.05
1469,312.642,0.05
1470,325.74,0.05
1471,331.76,0.05
1472,317.464,0.05
1473,329.677,0.05
1474,316.816,0.05
1475,285.834,0.05
1476,328.374,0.05
1477,320.376,0.05
1478,322.356,0.05
1479,334.728,0.05
1480,322.212,0.05
1481,327.808,0.05
1482,313.886,0.05
1483,322.783,0.05
1484,321.475,0.05
1485,324.305,0.05
1486,306.573,0.05
1487,309.029,0.05
1488,328.448,0.05
1489,295.567,0.05
1490,324.95,0.05
1491,322.415,0.05
1492,304.67,0.05
1493,312.229,0.05
1494,329.678,0.05
1495,327.137,0.05
1496,326.462,0.05
1497,314.809,0.05
1498,318.03,0.05
1499,320.855,0.05
1500,318.833,0.05
1501,324.321,0.05
1502,328.749,0.05
1503,326.996,0.05
1504,325.276,0.05
1505,325.849,0.05
1506,331.128,0.05
1507,317.214,0.05
1508,324.963,0.05
1509,314.595,0.05
1510,302.169,0.05
1511,323.98,0.05
1512,318.512,0.05
1513,332.476,0.05
1514,318.566,0.05
1515,320.639,0.05
1516,311.945,0.05
1517,327.197,0.05
1518,322.81,0.05
1519,311.458,0.05
1520,322.774,0.05
1521,326.175,0.05
1522,321.204,0.05
1523,319.402,0.05
1524,326.99,0.05
1525,317.984,0.05
1526,320.53,0.05
1527,287.25,0.05
1528,315.828,0.05
1529,322.049,0.05
1530,315.16,0.05
1531,318.48,0.05
1532,318.932,0.05
1533,307.395,0.05
1534,312.758,0.05
1535,316.481,0.05
1536,324.089,0.05
1537,325.042,0.05
1538,327.723,0.05
1539,311.081,0.05
1540,315.184,0.05
1541,315.864,0.05
1542,326.944,0.05
1543,330.714,0.05
1544,320.758,0.05
1545,315.089,0.05
1546,318.885,0.05
1547,315.489,0.05
1548,322.754,0.05
1549,296.337,0.05
1550,313.979,0.05
1551,302.341,0.05
1552,311.817,0.05
1553,315.57,0.05
1554,309.548,0.05
1555,305.256,0.05
1556,329.717,0.05
1557,295.134,0.05
1558,299.592,0.05
1559,332.083,0.05
1560,323.484,0.05
1561,313.251,0.05
1562,320.193,0.05
1563,323.169,0.05
1564,319.029,0.05
1565,325.991,0.05
1566,310.144,0.05
1567,325.595,0.05
1568,327.538,0.05
1569,313.72,0.05
1570,328.322,0.05
1571,303.244,0.05
1572,328.539,0.05
1573,294.724,0.05
1574,321.548,0.05
1575,304.755,0.05
1576,314.183,0.05
1577,300.015,0.05
1578,315.816,0.05
1579,321.109,0.05
1580,327.237,0.05
1581,312.561,0.05
1582,310.138,0.05
1583,309.83,0.05
1584,290.745,0.05
1585,325.907,0.05
1586,302.871,0.05
1587,319.462,0.05
1588,321.063,0.05
1589,324.946,0.05
1590,312.972,0.05
1591,308.38,0.05
1592,314.991,0.05
1593,322.463,0.05
1594,320.602,0.05
1595,325.963,0.05
1596,318.074,0.05
1597,332.07,0.05
1598,329.121,0.05
1599,320.93,0.05
1600,322.061,0.05
1601,322.995,0.05
1602,311.138,0.05
1603,317.604,0.05
1604,327.173,0.05
1605,324.544,0.05
1606,327.405,0.05
1607,318.078,0.05
1608,327.344,0.05
1609,328.585,0.05
1610,325.053,0.05
1611,325.163,0.05
1612,312.814,0.05
1613,306.829,0.05
1614,323.382,0.05
1615,331.222,0.05
1616,300.693,0.05
1617,310.837,0.05
1618,310.041,0.05
1619,318.293,0.05
1620,326.718,0.05
1621,324.958,0.05
1622,320.277,0.05
1623,310.63,0.05
1624,316.391,0.05
1625,308.323,0.05
1626,320.733,0.05
1627,321.426,0.05
1628,321.981,0.05
1629,306.959,0.05
1630,310.297,0.05
1631,308.663,0.05
1632,322.612,0.05
1633,314.231,0.05
1634,329.052,0.05
1635,316.418,0.05
1636,327.298,0.05
1637,307.532,0.05
1638,315.79,0.05
1639,327.203,0.05
1640,321.769,0.05
1641,328.072,0.05
1642,318.685,0.05
1643,310.75,0.05
1644,334.569,0.05
1645,323.959,0.05
1646,321.497,0.05
1647,322.371,0.05
1648,303.323,0.05
1649,321.969,0.05
1650,298.279,0.05
1651,314.428,0.05
1652,321.142,0.05
1653,315.166,0.05
1654,317.546,0.05
1655,325.52,0.05
1656,324.476,0.05
1657,308.904,0.05
1658,322.848,0.05
1659,295.639,0.05
1660,321.516,0.05
1661,336.646,0.05
1662,320.239,0.05
1663,327.405,0.05
1664,310.099,0.05
1665,333.621,0.05
1666,319.058,0.05
1667,314.579,0.05
1668,285.25,0.05
1669,313.774,0.05
1670,315.568,0.05
1671,305.84,0.05
1672,317.667,0.05
1673,319.061,0.05
1674,301.882,0.05
1675,330.224,0.05
1676,314.689,0.05
1677,314.3,0.05
1678,328.776,0.05
1679,327.872,0.05
1680,321.081,0.05
1681,314.645,0.05
1682,317.484,0.05
1683,327.896,0.05
1684,316.08,0.05
1685,288.936,0.05
1686,322.162,0.05
1687,306.689,0.05
1688,305.788,0.05
1689,318.968,0.05
1690,313.735,0.05
1691,321.469,0.05
1692,331.34,0.05
1693,327.523,0.05
1694,320.542,0.05
1695,331.293,0.05
1696,326.421,0.05
1697,325.509,0.05
1698,302.665,0.05
1699,306.692,0.05
1700,309.732,0.05
1701,323.055,0.05
1702,300.552,0.05
1703,319.868,0.05
1704,324.743,0.05
1705,327.983,0.05
1706,329.419,0.05
1707,306.274,0.05
1708,323.106,0.05
1709,323.901,0.05
1710,326.462,0.05
1711,307.519,0.05
1712,326.569,0.05
1713,309.547,0.05
1714,301.25,0.05
1715,314.833,0.05
1716,327.674,0.05
1717,318.966,0.05
1718,334.063,0.05
1719,322.113,0.05
1720,328.991,0.05
1721,318.03,0.05
1722,301.767,0.05
1723,321.202,0.05
1724,310.908,0.05
1725,293.66,0.05
1726,311.31,0.05
1727,310.031,0.05
1728,311.597,0.05
1729,323.985,0.05
1730,327.312,0.05
1731,322.457,0.05
1732,326.272,0.05
1733,324.683,0.05
1734,296.624,0.05
1735,312.675,0.05
1736,320.966,0.05
1737,332.129,0.05
1738,318.35,0.05
1739,320.146,0.05
1740,318.477,0.05
1741,333.411,0.05
1742,319.392,0.05
1743,310.563,0.05
1744,320.67,0.05
1745,328.253,0.05
1746,320.318,0.05
1747,316.138,0.05
1748,320.238,0.05
1749,312.015,0.05
1750,306.432,0.05
1751,314.868,0.05
1752,312.252,0.05
1753,312.992,0.05
1754,312.772,0.05
1755,316.068,0.05
1756,322.031,0.05
1757,326.618,0.05
1758,299.251,0.05
1759,333.751,0.05
1760,322.505,0.05
1761,323.667,0.05
1762,325.385,0.05
1763,312.733,0.05
1764,316.867,0.05
1765,316.8,0.05
1766,325.985,0.05
1767,308.597,0.05
1768,317.48,0.05
1769,309.105,0.05
1770,323.493,0.05
1771,319.514,0.05
1772,318.054,0.05
1773,330.47,0.05
1774,316.688,0.05
1775,275.379,0.05
1776,332.93,0.05
1777,316.448,0.05
1778,323.986,0.05
1779,324.434,0.05
1780,316.822,0.05
1781,327.298,0.05
1782,313.951,0.05
1783,323.938,0.05
1784,327.805,0.05
1785,319.836,0.05
1786,323.772,0.05
1787,328.081,0.05
1788,324.388,0.05
1789,322.228,0.05
1790,321.877,0.05
1791,308.342,0.05
1792,302.805,0.05
1793,322.594,0.05
1794,310.194,0.05
1795,323.168,0.05
1796,329.632,0.05
1797,314.443,0.05
1798,316.378,0.05
1799,309.136,0.05
1800,313.27,0.05
1801,333.749,0.05
1802,325.671,0.05
1803,327.18,0.05
1804,333.211,0.05
1805,318.066,0.05
1806,320.785,0.05
1807,325.628,0.05
1808,303.073,0.05
1809,326.885,0.05
1810,326.405,0.05
1811,324.669,0.05
1812,307.801,0.05
1813,323.21,0.05
1814,319.959,0.05
1815,314.226,0.05
1816,319.733,0.05
1817,303.415,0.05
1818,313.659,0.05
1819,321.176,0.05
1820,317.173,0.05
1821,325.663,0.05
1822,322.836,0.05
1823,323.782,0.05
1824,323.91,0.05
1825,321.944,0.05
1826,311.632,0.05
1827,328.192,0.05
1828,330.474,0.05
1829,309.986,0.05
1830,320.003,0.05
1831,315.335,0.05
1832,320.474,0.05
1833,323.151,0.05
1834,289.258,0.05
1835,330.073,0.05
1836,315.134,0.05
1837,314.081,0.05
1838,324.464,0.05
1839,315.442,0.05
1840,318.851,0.05
1841,323.976,0.05
1842,319.349,0.05
1843,333.741,0.05
1844,310.62,0.05
1845,327.477,0.05
1846,319.843,0.05
1847,320.171,0.05
1848,328.465,0.05
1849,326.186,0.05
1850,313.808,0.05
1851,321.645,0.05
1852,315.955,0.05
1853,322.978,0.05
1854,324.199,0.05
1855,335.13,0.05
1856,323.566,0.05
1857,302.217,0.05
1858,328.886,0.05
1859,313.319,0.05
1860,326.132,0.05
1861,323.179,0.05
1862,316.35,0.05
1863,298.575,0.05
1864,307.602,0.05
1865,320.437,0.05
1866,312.841,0.05
1867,319.538,0.05
1868,310.484,0.05
1869,324.347,0.05
1870,320.116,0.05
1871,329.711,0.05
1872,320.006,0.05
1873,315.206,0.05
1874,320.372,0.05
1875,322.594,0.05
1876,316.461,0.05
1877,319.662,0.05
1878,322.232,0.05
1879,317.501,0.05
1880,313.59,0.05
1881,324.305,0.05
1882,314.271,0.05
1883,312.596,0.05
1884,302.261,0.05
1885,322.248,0.05
1886,320.969,0.05
1887,324.916,0.05
1888,316.881,0.05
1889,309.513,0.05
1890,319.047,0.05
1891,308.501,0.05
1892,325.812,0.05
1893,313.703,0.05
1894,326.521,0.05
1895,296.15,0.05
1896,321.19,0.05
1897,314.44,0.05
1898,324.406,0.05
1899,330.466,0.05
1900,314.279,0.05
1901,331.155,0.05
1902,330.188,0.05
1903,326.775,0.05
1904,316.032,0.05
1905,323.016,0.05
1906,324.623,0.05
1907,320.458,0.05
1908,322.499,0.05
1909,320.339,0.05
1910,321.531,0.05
1911,318.173,0.05
1912,324.111,0.05
1913,313.398,0.05
1914,331.387,0.05
1915,311.155,0.05
1916,315.7,0.05
1917,332.125,0.05
1918,321.341,0.05
1919,319.023,0.05
1920,306.042,0.05
1921,302.725,0.05
1922,319.397,0.05
1923,307.125,0.05
1924,325.932,0.05
1925,297.576,0.05
1926,328.579,0.05
1927,320.297,0.05
1928,316.495,0.05
1929,328.622,0.05
1930,322.03,0.05
1931,321.891,0.05
1932,318.652,0.05
1933,312.915,0.05
1934,315.431,0.05
1935,318.751,0.05
1936,322.463,0.05
1937,321.366,0.05
1938,321.153,0.05
1939,295.147,0.05
1940,304.58,0.05
1941,329.122,0.05
1942,313.627,0.05
1943,320.635,0.05
1944,308.647,0.05
1945,328.944,0.05
1946,319.916,0.05
1947,325.806,0.05
1948,324.32,0.05
1949,323.119,0.05
1950,324.556,0.05
1951,323.808,0.05
1952,321.107,0.05
1953,316.07,0.05
1954,321.811,0.05
1955,301.362,0.05
1956,331.267,0.05
1957,301.09,0.05
1958,310.995,0.05
1959,331.547,0.05
1960,328.738,0.05
1961,325.21,0.05
1962,326.433,0.05
1963,320.237,0.05
1964,321.993,0.05
1965,329.376,0.05
1966,327.587,0.05
1967,326.218,0.05
1968,310.811,0.05
1969,324.265,0.05
1970,314.047,0.05
1971,313.928,0.05
1972,324.443,0.05
1973,332.268,0.05
1974,320.322,0.05
1975,314.913,0.05
1976,319.532,0.05
1977,316.405,0.05
1978,319.899,0.05
1979,307.42,0.05
1980,323.946,0.05
1981,317.414,0.05
1982,308.309,0.05
1983,324.465,0.05
1984,310.632,0.05
1985,315.946,0.05
1986,329.373,0.05
1987,320.629,0.05
1988,309.39,0.05
1989,314.323,0.05
1990,296.124,0.05
1991,328.235,0.05
1992,311.173,0.05
1993,320.081,0.05
1994,316.822,0.05
1995,329.108,0.05
1996,317.029,0.05
1997,327.12,0.05
1998,322.412,0.05
1999,309.481,0.05
